번호,교육명,clean_sentence,okt,mecab
32282124,[50+당사자] 내 가족을 지킬 수 있는 탄소중립 (생활실천편),   당사자  내 가족을 지킬 수 있는 탄소중립  ,"['당사자', '내', '가족', '수', '탄소', '중립']","['당사자', '내', '가족', '수', '탄소', '중립']"
32281962,[50+당사자] 뜨개질 기초 배우기(가방제작편),   당사자  뜨개질 기초 배우기 ,"['당사자', '뜨개질', '기초']","['당사자', '뜨개', '기초']"
32281874,[50+당사자] 문학이론으로 보는 소설책 (with. 소설가),   당사자  문학이론으로 보는 소설책  with  소설가 ,"['당사자', '문학이론', '소설', '책', '소설가']","['당사자', '문학', '이론', '소설책', '소설가']"
32344950,[50+취미] 중후한 목소리로 가득 채우는 '남성 성악 교실' (5월),   취미  중후한 목소리로 가득 채우는  남성 성악 교실     ,"['취미', '중후', '목소리', '가득', '남성', '성악', '교실']","['취미', '목소리', '남성', '성악', '교실']"
32361817,아주대학교 부설 아주심리상담센터와 함께하는 '중년남성 억울 완화 상담',아주대학교 부설 아주심리상담센터와 함께하는  중년남성 억울 완화 상담 ,"['아주대', '학교', '부설', '아주', '심리상담', '센터', '중년', '남성', '억울', '완화', '상담']","['대학교', '부설', '심리', '상담', '센터', '중년', '남성', '억울', '완화', '상담']"
32344993,[50+취미] 화요일 밤 즐기는 '브릴란떼 성악교실' [야간] (5월),   취미    밤 즐기는  브릴란떼 성악교실   야간     ,"['취미', '밤', '브릴란떼', '성악', '교실', '야간']","['취미', '밤', '브릴', '떼', '성악', '교실', '야간']"
32345089,"[50+취미] 아름다운 전통화를 만나다, '민화 시작하기'",   취미  아름다운 전통화를 만나다   민화 시작하기 ,"['취미', '통화', '민화', '시작']","['취미', '전통화', '민화', '시작']"
31988413,내 몸을 살리는 몸살림,내 몸을 살리는 몸살림,"['내', '몸', '몸', '살림']","['내', '몸', '몸', '살림']"
32356068,[50+자기이해] 나는 어떤 성격인지 알아볼래? '나를 파악하는 에니어그램',   자기이해  나는 어떤 성격인지 알아볼래   나를 파악하는 에니어그램 ,"['자기', '이해', '나', '성격', '파악', '에니어그램']","['자기', '이해', '나', '성격', '나', '파악', '에니어그램']"
32081617,바리스타 양성과정,바리스타 양성과정,"['바리스타', '양성', '과정']","['바리스타', '양성', '과정']"
31987713,도전! 모델 워킹 Step 1,도전  모델 워킹 Step 1,"['도전', '모델', '워킹']","['도전', '모델', '워킹']"
32357275,[50+관계] 어디서든 당당한 나로 서다! 자존감 UP!UP! '나의 정체성 세우기',   관계  어디서든 당당한 나로 서다  자존감 UP UP   나의 정체성 세우기 ,"['관계', '어디', '서든', '나로', '자존감', '나', '정체']","['관계', '어디', '나로', '자존', '나', '정체']"
32081658,도전! 앙금꽃 디저트 떡케이크 만들기(심화A),도전  앙금꽃 디저트 떡케이크 만들기 심화A ,"['도전', '앙금', '꽃', '디저트', '떡케이크', '만들기', '심화']","['도전', '앙금', '꽃', '디저트', '떡', '케이크', '심화']"
32169136,[아주심리상담센터 연계] 중장년 남성 마음건강 집단상담(억울상담), 아주심리상담센터 연계  중장년 남성 마음건강 집단상담 ,"['아주', '심리상담', '센터', '계', '중장', '년', '남성', '마음', '건강', '집단', '상담']","['심리', '상담', '센터', '연계', '중', '장년', '남성', '마음', '건강', '집단', '상담']"
32287781,[5.15.월] 모두의극장 「수프와 이데올로기」 무료상영,   월  모두의극장  수프와 이데올로기  무료상영,"['월', '모두', '극장', '수프', '이데올로기', '무료', '상영']","['월', '모두', '극장', '수프', '이데올로기', '무료', '상영']"
32290390,[예술로위더스사회적협동조합] 글과 그림으로 만나는 예술감성교육, 예술로위더스사회적협동조합  글과 그림으로 만나는 예술감성교육,"['예술', '위더스', '사회', '협동조합', '글', '그림', '예술', '감성', '교육']","['예술', '위더스', '사회', '협동조합', '글', '그림', '예술', '감성', '교육']"
32292948,[오디오작가협동조합] 오디오작가의 세계 거들떠보기, 오디오작가협동조합  오디오작가의 세계 거들떠보기,"['오디오', '작가', '협동조합', '오디오', '작가', '세계']","['오디오', '작가', '협동조합', '오디오', '작가', '세계']"
32291879,[누나는인플루언서] 내 손안의 비서 스마트폰 100배 활용 꿀팁, 누나는인플루언서  내 손안의 비서 스마트폰  배 활용 꿀팁,"['누나', '인', '플루', '내', '손안', '비서', '스마트폰', '배', '활용', '꿀팁']","['누나', '플', '언서', '내', '손안', '비서', '스마트폰', '배', '활용', '꿀', '팁']"
32293065,[(주)하우스퍼즐] 집짓기 어떻게 하면 잘 했다고 소문이 날까,  하우스퍼즐  집짓기 어떻게 하면 잘 했다고 소문이 날까,"['하우스', '퍼즐', '집짓기', '소문']","['하우스', '퍼즐', '집짓기', '소문']"
32289049,[맞춤형 돌봄사업] 두근두근 뇌운동, 맞춤형 돌봄사업  두근두근 뇌운동,"['맞춤', '사업', '뇌', '운동']","['맞춤', '사업', '뇌', '운동']"
32310370,[당사자지원사업-특화사업] 드론4종 자격증 취득과 조종능력 향상반(3차), 당사자지원사업 특화사업  드론4종 자격증 취득과 조종능력 향상반   ,"['당사자', '지원', '사업', '특', '사업', '드론', '종', '자격증', '취득', '조종', '능력', '향상', '반']","['당사자', '지원', '사업', '특화', '사업', '드론', '종', '자격증', '취득', '조종', '능력', '향상', '반']"
32196778,[일활동]식단과 밸리댄스로 건강한 다이어트, 일활동 식단과 밸리댄스로 건강한 다이어트,"['활동', '식단', '밸리댄스', '다이어트']","['일', '활동', '식단', '밸리', '댄스', '건강', '다이어트']"
32217566,강사역량향상과정 : 종합반,강사역량향상과정   종합반,"['강사', '역량', '향상', '과정', '종합', '반']","['강사', '역량', '향상', '과정', '종합', '반']"
32210385,[스페셜강연] 김민식PD의 외로움수업_현장, 스페셜강연  김민식PD의 외로움수업 현장,"['스페셜', '강연', '김민식', '의', '외로움', '수업', '현장']","['스페셜', '강연', '김민식', '외로움', '수업', '현장']"
32209870,[스페셜강연] 김민식PD의 외로움수업_온라인, 스페셜강연  김민식PD의 외로움수업 온라인,"['스페셜', '강연', '김민식', '의', '외로움', '수업', '온라인']","['스페셜', '강연', '김민식', '외로움', '수업', '온라인']"
32209264,[전문상담] 99세까지 88하게 사는법, 전문상담  99세까지 88하게 사는법,"['전문', '상담', '세', '법']","['전문', '상담', '세', '법']"
32200306,[정보화] 도전! 나는 PD다.(방송영상제작 기획부터 편집까지), 정보화  도전  나는 PD다  방송영상제작 기획부터 편집까지 ,"['정보화', '도전', '나', '방송', '영상', '제작', '기획', '편집']","['정보', '도전', '나', '방송', '영상', '제작', '기획', '편집']"
32200216,[정보화] 텔로드론 촬영 입문과정, 정보화  텔로드론 촬영 입문과정,"['정보화', '텔', '드론', '촬영', '입문', '과정']","['정보', '텔로드', '촬영', '입문', '과정']"
32200004,[정보화] 4차 산업혁명 융합기술 체험교실, 정보화    산업혁명 융합기술 체험교실,"['정보화', '산업혁명', '융합', '기술', '체험', '교실']","['정보', '산업', '혁명', '융합', '기술', '체험', '교실']"
32217740,강사역량향상과정 : 스피치 스킬 업,강사역량향상과정   스피치 스킬 업,"['강사', '역량', '향상', '과정', '스', '피치', '스킬', '업']","['강사', '역량', '향상', '과정', '스피치', '스킬', '업']"
32213198,[디지털 배움터] 알수록 재미있는 스마트폰 세상, 디지털 배움터  알수록 재미있는 스마트폰 세상,"['디지털', '배움터', '스마트폰', '세상']","['디지털', '배움터', '스마트폰', '세상']"
32211364,"[인생설계] 찬란했던 그 순간, 나의 인생자화상", 인생설계  찬란했던 그 순간  나의 인생자화상,"['인생', '설계', '그', '순간', '나', '인생', '자화상']","['인생', '설계', '순간', '나', '인생', '자화상']"
32213636,[디지털 배움터] 망고보드와 미리캔버스로 만드는 카드뉴스 마케팅, 디지털 배움터  망고보드와 미리캔버스로 만드는 카드뉴스 마케팅,"['디지털', '배움터', '망고', '보드', '미리', '캔버스', '카드', '뉴스', '마케팅']","['디지털', '배움터', '망고', '보드', '캔버스', '카드', '뉴스', '마케팅']"
32210833,[원데이클래스] 나만의 향수 만들기, 원데이클래스  나만의 향수 만들기,"['원데이', '클래스', '나', '향수', '만들기']","['원', '데이', '클래스', '나', '향수']"
32214352,[인생설계] 나만의 캐릭터 만들기, 인생설계  나만의 캐릭터 만들기,"['인생', '설계', '나', '캐릭터', '만들기']","['인생', '설계', '나만', '캐릭터']"
32215164,[원데이클래스] 나만의 막걸리 만들기, 원데이클래스  나만의 막걸리 만들기,"['원데이', '클래스', '나', '막걸리', '만들기']","['원', '데이', '클래스', '나', '막걸리']"
32164191,[문화여가]시민 낭독극장-단편소설 드라마 만들기-, 문화여가 시민 낭독극장 단편소설 드라마 만들기 ,"['문화', '여가', '시민', '낭독', '극장', '단편소설', '드라마', '만들기']","['문화', '여가', '시민', '낭독', '극장', '단편', '소설', '드라마']"
32227532,주민주도형 열린교실_감성코칭 퍼실리테이터 수강생 모집 (대상:영등포구 구민 및 직장인),주민주도형 열린교실 감성코칭 퍼실리테이터 수강생 모집  대상 영등포구 구민 및 직장인 ,"['주민', '주도', '교실', '감성', '코칭', '퍼실리테이터', '수강생', '모집', '대상', '영등포구', '구민', '및', '직장인']","['주민', '주도', '교실', '감성', '코칭', '퍼', '실리', '테이터', '수강', '모집', '대상', '영등포구', '구민', '직장인']"
32239722,[인생설계] 38년 경력 은행지점장이 알려주는 은행상품 제대로 알기 (금융상품 원리 및 비교), 인생설계    경력 은행지점장이 알려주는 은행상품 제대로 알기  금융상품 원리 및 비교 ,"['인생', '설계', '경력', '은행', '지점', '은행', '상품', '제대로', '금융', '상품', '원리', '및', '비교']","['인생', '설계', '경력', '은행', '지점장', '은행', '상품', '금융', '상품', '원리', '비교']"
32244963,주민주도형 열린교실 '퀸즈 라틴댄스' 수강생 모집 (대상 : 영등포구 구민 및 직장인),주민주도형 열린교실  퀸즈 라틴댄스  수강생 모집  대상   영등포구 구민 및 직장인 ,"['주민', '주도', '교실', '퀸즈', '라틴', '댄스', '수강생', '모집', '대상', '영등포구', '구민', '및', '직장인']","['주민', '주도', '교실', '퀸', '즈', '라틴', '댄스', '수강', '모집', '대상', '영등포구', '구민', '직장인']"
32260673,여행저널로 시작하는 펜드로잉 입문,여행저널로 시작하는 펜드로잉 입문,"['여행', '널', '시작', '펜', '드로잉', '입문']","['여행', '저널', '시작', '펜', '드로잉', '입문']"
32169634,[문화여가]나의 음악실 한강'아름다운 세기의 명 가곡' 성악교실, 문화여가 나의 음악실 한강 아름다운 세기의 명 가곡  성악교실,"['문화', '여가', '나', '음악실', '한강', '세기', '명', '가곡', '성악', '교실']","['문화', '여', '나', '음악실', '강', '세기', '가곡', '성악', '교실']"
32145357,[일활동] 실버여가지도사 양성과정, 일활동  실버여가지도사 양성과정,"['활동', '실버', '여가', '지도사', '양성', '과정']","['일', '활동', '실버', '가지', '도사', '양성', '과정']"
32169236,[문화여가]행복 프랑스 자수, 문화여가 행복 프랑스 자수,"['문화', '여가', '행복', '프랑스', '자수']","['문화', '여', '행복', '프랑스', '자수']"
32168409,[문화여가]힐링 오일파스텔 초크아트, 문화여가 힐링 오일파스텔 초크아트,"['문화', '여가', '힐링', '오일', '파스텔', '초크', '아트']","['문화', '여가', '힐링', '오', '일', '파스텔', '초크', '아트']"
